support,itemsets
0.10566666666666667,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Meat extract'})"
0.14816666666666667,"frozenset({'Calf fresh meat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.11066666666666666,"frozenset({'Calf fresh meat, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.1105,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Calf fresh meat, PROCESS= Raw, no heat treatment'})"
0.122,"frozenset({'Croissant, PLACE= Food industry prepared', 'Olive oil, virgin or extra-virgin'})"
0.1015,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Croissant, PLACE= Food industry prepared'})"
0.38766666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Olive oil, virgin or extra-virgin'})"
0.322,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Dried durum pasta'})"
0.28833333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Sucrose (common sugar)'})"
0.278,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.2475,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Natural mineral water'})"
0.1785,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Wheat bread and rolls, white (refined flour)'})"
0.17516666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow milk, whole'})"
0.15983333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Tap water'})"
0.3466666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel'})"
0.2685,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel'})"
0.14783333333333334,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.147,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Parsley'})"
0.18983333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.2785,"frozenset({'Wine, red', 'Olive oil, virgin or extra-virgin'})"
0.24033333333333334,"frozenset({'Wine, red', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.22133333333333333,"frozenset({'Wine, red', 'Sucrose (common sugar)'})"
0.1805,"frozenset({'Dried durum pasta', 'Wine, red'})"
0.179,"frozenset({'Wine, red', 'Natural mineral water'})"
0.1355,"frozenset({'Wine, red', 'Wheat bread and rolls, white (refined flour)'})"
0.13333333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Wine, red'})"
0.11883333333333333,"frozenset({'Wine, red', 'Cow milk, whole'})"
0.11466666666666667,"frozenset({'Wine, red', 'Tap water'})"
0.10916666666666666,"frozenset({'Wine, red', 'Wheat flour white'})"
0.2005,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Wine, red'})"
0.1445,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Wine, red'})"
0.13083333333333333,"frozenset({'Wine, red', 'Parsley'})"
0.12766666666666668,"frozenset({'Wine, red', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.10333333333333333,"frozenset({'Wine, red', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.14316666666666666,"frozenset({'Wine, red', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.23066666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.17283333333333334,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.17016666666666666,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.15816666666666668,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Natural mineral water'})"
0.13883333333333334,"frozenset({'Dried durum pasta', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.12,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.11416666666666667,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.11233333333333333,"frozenset({'Wine, red', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.111,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.10566666666666667,"frozenset({'Wheat flour white', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.1725,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.12966666666666668,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1095,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.10866666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Parsley'})"
0.13066666666666665,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.107,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.17366666666666666,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Olive oil, virgin or extra-virgin'})"
0.14433333333333334,"frozenset({'Cavendishes, PROCESS= Unprocessed', 'Sucrose (common sugar)'})"
0.12033333333333333,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cavendishes, PROCESS= Unprocessed'})"
0.119,"frozenset({'Natural mineral water', 'Cavendishes, PROCESS= Unprocessed'})"
0.102,"frozenset({'Dried durum pasta', 'Cavendishes, PROCESS= Unprocessed'})"
0.11033333333333334,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cavendishes, PROCESS= Unprocessed'})"
0.15566666666666668,"frozenset({'Ham, pork', 'Olive oil, virgin or extra-virgin'})"
0.1245,"frozenset({'Ham, pork', 'Sucrose (common sugar)'})"
0.12366666666666666,"frozenset({'Ham, pork', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.10816666666666666,"frozenset({'Ham, pork', 'Natural mineral water'})"
0.392,"frozenset({'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed', 'Olive oil, virgin or extra-virgin'})"
0.306,"frozenset({'Sucrose (common sugar)', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.29083333333333333,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.24616666666666667,"frozenset({'Natural mineral water', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.24516666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.21483333333333332,"frozenset({'Dried durum pasta', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.21366666666666667,"frozenset({'Cow milk, whole', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1975,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.17866666666666667,"frozenset({'Parsley', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.235,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.17233333333333334,"frozenset({'Wheat bread and rolls, white (refined flour)', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.17866666666666667,"frozenset({'Tap water', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.27116666666666667,"frozenset({'Wheat bread and rolls, semi-brown', 'Olive oil, virgin or extra-virgin'})"
0.21533333333333332,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Wheat bread and rolls, semi-brown'})"
0.214,"frozenset({'Sucrose (common sugar)', 'Wheat bread and rolls, semi-brown'})"
0.176,"frozenset({'Natural mineral water', 'Wheat bread and rolls, semi-brown'})"
0.17316666666666666,"frozenset({'Dried durum pasta', 'Wheat bread and rolls, semi-brown'})"
0.17,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, semi-brown'})"
0.15466666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, semi-brown'})"
0.12516666666666668,"frozenset({'Parsley', 'Wheat bread and rolls, semi-brown'})"
0.12416666666666666,"frozenset({'Cow milk, whole', 'Wheat bread and rolls, semi-brown'})"
0.12316666666666666,"frozenset({'Wheat bread and rolls, semi-brown', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.10516666666666667,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Wheat bread and rolls, semi-brown'})"
0.10383333333333333,"frozenset({'Wheat bread and rolls, semi-brown', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.12033333333333333,"frozenset({'Tap water', 'Wheat bread and rolls, semi-brown'})"
0.1295,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Wheat bread and rolls, semi-brown'})"
0.17066666666666666,"frozenset({'Breadcrumbs, QUAL= White/refined', 'Olive oil, virgin or extra-virgin'})"
0.14416666666666667,"frozenset({'Breadcrumbs, QUAL= White/refined', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1255,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Breadcrumbs, QUAL= White/refined'})"
0.12466666666666666,"frozenset({'Sucrose (common sugar)', 'Breadcrumbs, QUAL= White/refined'})"
0.10866666666666666,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Breadcrumbs, QUAL= White/refined'})"
0.1065,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Breadcrumbs, QUAL= White/refined'})"
0.10516666666666667,"frozenset({'Natural mineral water', 'Breadcrumbs, QUAL= White/refined'})"
0.10466666666666667,"frozenset({'Dried durum pasta', 'Breadcrumbs, QUAL= White/refined'})"
0.10083333333333333,"frozenset({'Parsley', 'Breadcrumbs, QUAL= White/refined'})"
0.15166666666666667,"frozenset({'Cooked pork ham', 'Olive oil, virgin or extra-virgin'})"
0.10966666666666666,"frozenset({'Cooked pork ham', 'Sucrose (common sugar)'})"
0.1095,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cooked pork ham'})"
0.10366666666666667,"frozenset({'Cooked pork ham', 'Natural mineral water'})"
0.10633333333333334,"frozenset({'Radicchio, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.17433333333333334,"frozenset({'Vinegar, wine', 'Olive oil, virgin or extra-virgin'})"
0.138,"frozenset({'Vinegar, wine', 'Sucrose (common sugar)'})"
0.13666666666666666,"frozenset({'Vinegar, wine', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.102,"frozenset({'Vinegar, wine', 'Dried durum pasta'})"
0.12216666666666667,"frozenset({'Vinegar, wine', 'Natural mineral water'})"
0.11566666666666667,"frozenset({'Vinegar, wine', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.10433333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Vinegar, wine'})"
0.12166666666666667,"frozenset({'Swiss chards, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.11133333333333334,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.10283333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.10416666666666667,"frozenset({'Swiss chards, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.10266666666666667,"frozenset({'Celery leaves', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.22283333333333333,"frozenset({'Sucrose (common sugar)', 'Apples, PARTCON= W/o peel'})"
0.217,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Apples, PARTCON= W/o peel'})"
0.201,"frozenset({'Natural mineral water', 'Apples, PARTCON= W/o peel'})"
0.1295,"frozenset({'Apples, PARTCON= W/o peel', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.127,"frozenset({'Apples, PARTCON= W/o peel', 'Cow milk, whole'})"
0.11533333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Apples, PARTCON= W/o peel'})"
0.11133333333333334,"frozenset({'Wheat flour white', 'Apples, PARTCON= W/o peel'})"
0.284,"frozenset({'Apples, PARTCON= W/o peel', 'Olive oil, virgin or extra-virgin'})"
0.18566666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Apples, PARTCON= W/o peel'})"
0.13966666666666666,"frozenset({'Apples, PARTCON= W/o peel', 'Wheat bread and rolls, white (refined flour)'})"
0.13933333333333334,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Apples, PARTCON= W/o peel'})"
0.10783333333333334,"frozenset({'Apples, PARTCON= W/o peel', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.1135,"frozenset({'Tap water', 'Apples, PARTCON= W/o peel'})"
0.163,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Apples, PARTCON= W/o peel'})"
0.12933333333333333,"frozenset({'Parsley', 'Apples, PARTCON= W/o peel'})"
0.17033333333333334,"frozenset({'Dried durum pasta', 'Apples, PARTCON= W/o peel'})"
0.11133333333333334,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Apples, PARTCON= W/o peel'})"
0.16833333333333333,"frozenset({'Butter', 'Sucrose (common sugar)'})"
0.1495,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Butter'})"
0.14033333333333334,"frozenset({'Butter', 'Natural mineral water'})"
0.1385,"frozenset({'Butter', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.136,"frozenset({'Wheat flour white', 'Butter'})"
0.12666666666666668,"frozenset({'Butter', 'Cow milk, whole'})"
0.19633333333333333,"frozenset({'Butter', 'Olive oil, virgin or extra-virgin'})"
0.11866666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Butter'})"
0.11783333333333333,"frozenset({'Butter', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.10483333333333333,"frozenset({'Dried durum pasta', 'Butter'})"
0.2688333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.23233333333333334,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.20183333333333334,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.19483333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.13816666666666666,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.13283333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.11883333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.111,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.11066666666666666,"frozenset({'Wine, red', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.10333333333333333,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.1575,"frozenset({'Carrots, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.157,"frozenset({'Dried durum pasta', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.14716666666666667,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.128,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.10616666666666667,"frozenset({'Tap water', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.17983333333333335,"frozenset({'Natural mineral water', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.12216666666666667,"frozenset({'Parsley', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.12016666666666667,"frozenset({'Rusk, refined flour', 'Olive oil, virgin or extra-virgin'})"
0.21766666666666667,"frozenset({'Celery leaves', 'Olive oil, virgin or extra-virgin'})"
0.21383333333333332,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Celery leaves'})"
0.1615,"frozenset({'Celery leaves', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.15966666666666668,"frozenset({'Celery leaves', 'Sucrose (common sugar)'})"
0.14033333333333334,"frozenset({'Celery leaves', 'Natural mineral water'})"
0.16733333333333333,"frozenset({'Celery leaves', 'Carrots, PROCESS= Raw, no heat treatment'})"
0.14416666666666667,"frozenset({'Dried durum pasta', 'Celery leaves'})"
0.14016666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Celery leaves'})"
0.13483333333333333,"frozenset({'Celery leaves', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.10466666666666667,"frozenset({'Celery leaves', 'Wheat bread and rolls, white (refined flour)'})"
0.1025,"frozenset({'Celery leaves', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.14666666666666667,"frozenset({'Olive oil, virgin or extra-virgin', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.10916666666666666,"frozenset({'Sucrose (common sugar)', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.10833333333333334,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.14033333333333334,"frozenset({'Pears, PROCESS= Unprocessed', 'Olive oil, virgin or extra-virgin'})"
0.10933333333333334,"frozenset({'Pears, PROCESS= Unprocessed', 'Sucrose (common sugar)'})"
0.10266666666666667,"frozenset({'Pears, PROCESS= Unprocessed', 'Coffee espresso (beverage), QUAL= Without added sugar'})"
0.329,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Olive oil, virgin or extra-virgin'})"
0.246,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.24566666666666667,"frozenset({'Sucrose (common sugar)', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.2435,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.16416666666666666,"frozenset({'Parsley', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.15783333333333333,"frozenset({'Cheese, parmigiano reggiano, PROCESS= Grating', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.14383333333333334,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1385,"frozenset({'Tap water', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.18,"frozenset({'Dried durum pasta', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.16783333333333333,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.1525,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Wheat bread and rolls, white (refined flour)'})"
0.152,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.13433333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.21683333333333332,"frozenset({'Natural mineral water', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.12283333333333334,"frozenset({'Wheat flour white', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.114,"frozenset({'Tea infusion (black, white), QUAL= Without added sugar', 'Olive oil, virgin or extra-virgin'})"
0.10316666666666667,"frozenset({'Tea infusion (black, white), QUAL= Without added sugar', 'Sucrose (common sugar)'})"
0.24116666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Olive oil, virgin or extra-virgin'})"
0.183,"frozenset({'Cow milk, semi skimmed (half fat)', 'Sucrose (common sugar)'})"
0.159,"frozenset({'Cow milk, semi skimmed (half fat)', 'Natural mineral water'})"
0.153,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.145,"frozenset({'Dried durum pasta', 'Cow milk, semi skimmed (half fat)'})"
0.13116666666666665,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.1115,"frozenset({'Cow milk, semi skimmed (half fat)', 'Cheese, parmigiano reggiano, PROCESS= Grating'})"
0.10866666666666666,"frozenset({'Tap water', 'Cow milk, semi skimmed (half fat)'})"
0.1825,"frozenset({'Coffee espresso (beverage), QUAL= Without added sugar', 'Cow milk, semi skimmed (half fat)'})"
0.111,"frozenset({'Cow milk, semi skimmed (half fat)', 'Parsley'})"
0.1045,"frozenset({'Cow milk, semi skimmed (half fat)', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.1125,"frozenset({'Cow milk, semi skimmed (half fat)', 'Wheat bread and rolls, white (refined flour)'})"
